Recipe Type,Length
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,7
SouthernEuropean,18
SouthernEuropean,14
SouthernEuropean,12
SouthernEuropean,17
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,8
SouthernEuropean,13
SouthernEuropean,7
SouthernEuropean,18
SouthernEuropean,4
SouthernEuropean,5
SouthernEuropean,19
SouthernEuropean,15
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,4
SouthernEuropean,14
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,9
SouthernEuropean,12
SouthernEuropean,8
SouthernEuropean,15
SouthernEuropean,10
SouthernEuropean,12
SouthernEuropean,10
SouthernEuropean,14
SouthernEuropean,17
SouthernEuropean,12
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,10
SouthernEuropean,2
SouthernEuropean,13
SouthernEuropean,2
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,15
SouthernEuropean,17
SouthernEuropean,15
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,14
SouthernEuropean,6
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,11
SouthernEuropean,16
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,13
SouthernEuropean,13
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,16
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,8
SouthernEuropean,13
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,8
SouthernEuropean,14
SouthernEuropean,5
SouthernEuropean,11
SouthernEuropean,4
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,3
SouthernEuropean,12
SouthernEuropean,10
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,20
SouthernEuropean,6
SouthernEuropean,4
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,5
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,7
SouthernEuropean,5
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,4
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,13
SouthernEuropean,5
SouthernEuropean,10
SouthernEuropean,7
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,14
SouthernEuropean,4
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,6
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,13
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,15
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,12
SouthernEuropean,3
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,10
SouthernEuropean,7
SouthernEuropean,20
SouthernEuropean,12
SouthernEuropean,8
SouthernEuropean,14
SouthernEuropean,12
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,16
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,16
SouthernEuropean,4
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,7
SouthernEuropean,12
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,16
SouthernEuropean,13
SouthernEuropean,8
SouthernEuropean,13
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,3
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,3
SouthernEuropean,15
SouthernEuropean,15
SouthernEuropean,2
SouthernEuropean,15
SouthernEuropean,14
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,15
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,13
SouthernEuropean,8
SouthernEuropean,15
SouthernEuropean,11
SouthernEuropean,19
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,9
SouthernEuropean,11
SouthernEuropean,5
SouthernEuropean,13
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,5
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,16
SouthernEuropean,14
SouthernEuropean,5
SouthernEuropean,15
SouthernEuropean,8
SouthernEuropean,15
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,8
SouthernEuropean,4
SouthernEuropean,15
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,14
SouthernEuropean,7
SouthernEuropean,14
SouthernEuropean,14
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,5
SouthernEuropean,17
SouthernEuropean,10
SouthernEuropean,12
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,16
SouthernEuropean,14
SouthernEuropean,6
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,16
SouthernEuropean,2
SouthernEuropean,5
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,10
SouthernEuropean,14
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,12
SouthernEuropean,6
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,11
SouthernEuropean,3
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,20
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,9
SouthernEuropean,11
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,13
SouthernEuropean,10
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,3
SouthernEuropean,15
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,14
SouthernEuropean,6
SouthernEuropean,7
SouthernEuropean,14
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,13
SouthernEuropean,7
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,2
SouthernEuropean,7
SouthernEuropean,5
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,13
SouthernEuropean,14
SouthernEuropean,5
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,3
SouthernEuropean,5
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,13
SouthernEuropean,14
SouthernEuropean,11
SouthernEuropean,2
SouthernEuropean,6
SouthernEuropean,4
SouthernEuropean,9
SouthernEuropean,12
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,16
SouthernEuropean,4
SouthernEuropean,2
SouthernEuropean,11
SouthernEuropean,13
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,2
SouthernEuropean,12
SouthernEuropean,14
SouthernEuropean,6
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,13
SouthernEuropean,5
SouthernEuropean,16
SouthernEuropean,9
SouthernEuropean,12
SouthernEuropean,2
SouthernEuropean,13
SouthernEuropean,4
SouthernEuropean,9
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,8
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,14
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,16
SouthernEuropean,4
SouthernEuropean,15
SouthernEuropean,15
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,20
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,16
SouthernEuropean,4
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,9
SouthernEuropean,14
SouthernEuropean,8
SouthernEuropean,16
SouthernEuropean,11
SouthernEuropean,17
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,13
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,3
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,12
SouthernEuropean,17
SouthernEuropean,15
SouthernEuropean,13
SouthernEuropean,8
SouthernEuropean,3
SouthernEuropean,11
SouthernEuropean,13
SouthernEuropean,3
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,11
SouthernEuropean,5
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,5
SouthernEuropean,17
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,16
SouthernEuropean,9
SouthernEuropean,14
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,3
SouthernEuropean,7
SouthernEuropean,4
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,13
SouthernEuropean,10
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,7
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,15
SouthernEuropean,19
SouthernEuropean,5
SouthernEuropean,5
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,5
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,19
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,7
SouthernEuropean,12
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,11
SouthernEuropean,5
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,14
SouthernEuropean,5
SouthernEuropean,14
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,12
SouthernEuropean,7
SouthernEuropean,5
SouthernEuropean,7
SouthernEuropean,5
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,14
SouthernEuropean,5
SouthernEuropean,8
SouthernEuropean,3
SouthernEuropean,13
SouthernEuropean,6
SouthernEuropean,11
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,9
SouthernEuropean,1
SouthernEuropean,13
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,7
SouthernEuropean,12
SouthernEuropean,3
SouthernEuropean,5
SouthernEuropean,6
SouthernEuropean,12
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,6
SouthernEuropean,6
SouthernEuropean,12
SouthernEuropean,13
SouthernEuropean,6
SouthernEuropean,17
SouthernEuropean,18
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,11
SouthernEuropean,15
SouthernEuropean,12
SouthernEuropean,14
SouthernEuropean,8
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,15
SouthernEuropean,7
SouthernEuropean,9
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,7
SouthernEuropean,12
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,14
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,5
SouthernEuropean,12
SouthernEuropean,12
SouthernEuropean,12
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,5
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,12
SouthernEuropean,10
SouthernEuropean,14
SouthernEuropean,12
SouthernEuropean,14
SouthernEuropean,13
SouthernEuropean,9
SouthernEuropean,18
SouthernEuropean,8
SouthernEuropean,7
SouthernEuropean,10
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,16
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,8
SouthernEuropean,15
SouthernEuropean,11
SouthernEuropean,8
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,12
SouthernEuropean,12
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,14
SouthernEuropean,13
SouthernEuropean,11
SouthernEuropean,5
SouthernEuropean,13
SouthernEuropean,10
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,13
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,9
SouthernEuropean,12
SouthernEuropean,13
SouthernEuropean,14
SouthernEuropean,12
SouthernEuropean,13
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,10
SouthernEuropean,4
SouthernEuropean,12
SouthernEuropean,9
SouthernEuropean,7
SouthernEuropean,8
SouthernEuropean,17
SouthernEuropean,11
SouthernEuropean,5
SouthernEuropean,6
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,7
SouthernEuropean,4
SouthernEuropean,10
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,4
SouthernEuropean,19
SouthernEuropean,10
SouthernEuropean,12
SouthernEuropean,11
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,10
SouthernEuropean,13
SouthernEuropean,1
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,11
SouthernEuropean,15
SouthernEuropean,9
SouthernEuropean,6
SouthernEuropean,8
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,4
SouthernEuropean,13
SouthernEuropean,7
SouthernEuropean,11
SouthernEuropean,6
SouthernEuropean,10
SouthernEuropean,15
SouthernEuropean,4
SouthernEuropean,8
SouthernEuropean,11
SouthernEuropean,7
SouthernEuropean,10
SouthernEuropean,9
SouthernEuropean,8
SouthernEuropean,6
SouthernEuropean,19
SouthernEuropean,10
SouthernEuropean,8
SouthernEuropean,15
SouthernEuropean,5
SouthernEuropean,11
SouthernEuropean,11
SouthernEuropean,12
SouthernEuropean,18
SouthernEuropean,14
SouthernEuropean,2
SouthernEuropean,8
SouthernEuropean,19
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,10
SouthernEuropean,8
SouthernEuropean,11
SouthernEuropean,9
SouthernEuropean,5
WesternEuropean,5
WesternEuropean,11
WesternEuropean,5
WesternEuropean,5
WesternEuropean,4
WesternEuropean,4
WesternEuropean,21
WesternEuropean,8
WesternEuropean,13
WesternEuropean,4
WesternEuropean,11
WesternEuropean,9
WesternEuropean,4
WesternEuropean,5
WesternEuropean,7
WesternEuropean,7
WesternEuropean,8
WesternEuropean,5
WesternEuropean,5
WesternEuropean,7
WesternEuropean,7
WesternEuropean,9
WesternEuropean,5
WesternEuropean,4
WesternEuropean,7
WesternEuropean,8
WesternEuropean,8
WesternEuropean,5
WesternEuropean,7
WesternEuropean,5
WesternEuropean,2
WesternEuropean,6
WesternEuropean,1
WesternEuropean,6
WesternEuropean,12
WesternEuropean,3
WesternEuropean,13
WesternEuropean,7
WesternEuropean,12
WesternEuropean,7
WesternEuropean,17
WesternEuropean,8
WesternEuropean,1
WesternEuropean,19
WesternEuropean,9
WesternEuropean,16
WesternEuropean,19
WesternEuropean,11
WesternEuropean,8
WesternEuropean,10
WesternEuropean,8
WesternEuropean,11
WesternEuropean,10
WesternEuropean,11
WesternEuropean,9
WesternEuropean,4
WesternEuropean,13
WesternEuropean,14
WesternEuropean,3
WesternEuropean,11
WesternEuropean,11
WesternEuropean,18
WesternEuropean,10
WesternEuropean,7
WesternEuropean,9
WesternEuropean,8
WesternEuropean,6
WesternEuropean,5
WesternEuropean,6
WesternEuropean,8
WesternEuropean,8
WesternEuropean,16
WesternEuropean,11
WesternEuropean,14
WesternEuropean,6
WesternEuropean,8
WesternEuropean,18
WesternEuropean,13
WesternEuropean,10
WesternEuropean,10
WesternEuropean,7
WesternEuropean,8
WesternEuropean,10
WesternEuropean,6
WesternEuropean,2
WesternEuropean,4
WesternEuropean,7
WesternEuropean,8
WesternEuropean,9
WesternEuropean,7
WesternEuropean,4
WesternEuropean,11
WesternEuropean,8
WesternEuropean,2
WesternEuropean,2
WesternEuropean,7
WesternEuropean,8
WesternEuropean,6
WesternEuropean,12
WesternEuropean,6
WesternEuropean,18
WesternEuropean,19
WesternEuropean,3
WesternEuropean,4
WesternEuropean,7
WesternEuropean,6
WesternEuropean,13
WesternEuropean,10
WesternEuropean,19
WesternEuropean,8
WesternEuropean,11
WesternEuropean,6
WesternEuropean,10
WesternEuropean,8
WesternEuropean,8
WesternEuropean,4
WesternEuropean,9
WesternEuropean,7
WesternEuropean,11
WesternEuropean,9
WesternEuropean,14
WesternEuropean,15
WesternEuropean,12
WesternEuropean,6
WesternEuropean,6
WesternEuropean,9
WesternEuropean,9
WesternEuropean,13
WesternEuropean,9
WesternEuropean,15
WesternEuropean,8
WesternEuropean,7
WesternEuropean,14
WesternEuropean,6
WesternEuropean,7
WesternEuropean,11
WesternEuropean,11
WesternEuropean,11
WesternEuropean,10
WesternEuropean,8
WesternEuropean,8
WesternEuropean,9
WesternEuropean,1
WesternEuropean,5
WesternEuropean,13
WesternEuropean,8
WesternEuropean,13
WesternEuropean,8
WesternEuropean,6
WesternEuropean,6
WesternEuropean,8
WesternEuropean,7
WesternEuropean,9
WesternEuropean,8
WesternEuropean,13
WesternEuropean,14
WesternEuropean,5
WesternEuropean,6
WesternEuropean,17
WesternEuropean,10
WesternEuropean,4
WesternEuropean,20
WesternEuropean,11
WesternEuropean,6
WesternEuropean,6
WesternEuropean,17
WesternEuropean,13
WesternEuropean,14
WesternEuropean,12
WesternEuropean,11
WesternEuropean,7
WesternEuropean,5
WesternEuropean,12
WesternEuropean,12
WesternEuropean,11
WesternEuropean,10
WesternEuropean,11
WesternEuropean,16
WesternEuropean,12
WesternEuropean,15
WesternEuropean,11
WesternEuropean,6
WesternEuropean,11
WesternEuropean,8
WesternEuropean,8
WesternEuropean,8
WesternEuropean,2
WesternEuropean,1
WesternEuropean,3
WesternEuropean,8
WesternEuropean,14
WesternEuropean,14
WesternEuropean,6
WesternEuropean,3
WesternEuropean,6
WesternEuropean,19
WesternEuropean,10
WesternEuropean,10
WesternEuropean,6
WesternEuropean,9
WesternEuropean,4
WesternEuropean,12
WesternEuropean,11
WesternEuropean,7
WesternEuropean,12
WesternEuropean,14
WesternEuropean,5
WesternEuropean,7
WesternEuropean,6
WesternEuropean,5
WesternEuropean,6
WesternEuropean,5
WesternEuropean,7
WesternEuropean,4
WesternEuropean,4
WesternEuropean,6
WesternEuropean,8
WesternEuropean,7
WesternEuropean,5
WesternEuropean,3
WesternEuropean,9
WesternEuropean,6
WesternEuropean,5
WesternEuropean,5
WesternEuropean,12
WesternEuropean,5
WesternEuropean,5
WesternEuropean,13
WesternEuropean,8
WesternEuropean,5
WesternEuropean,2
WesternEuropean,7
WesternEuropean,8
WesternEuropean,8
WesternEuropean,7
WesternEuropean,4
WesternEuropean,4
WesternEuropean,4
WesternEuropean,10
WesternEuropean,15
WesternEuropean,10
WesternEuropean,11
WesternEuropean,7
WesternEuropean,8
WesternEuropean,8
WesternEuropean,8
WesternEuropean,1
WesternEuropean,17
WesternEuropean,11
WesternEuropean,12
WesternEuropean,4
WesternEuropean,4
WesternEuropean,5
WesternEuropean,19
WesternEuropean,17
WesternEuropean,8
WesternEuropean,12
WesternEuropean,6
WesternEuropean,6
WesternEuropean,21
WesternEuropean,13
WesternEuropean,10
WesternEuropean,10
WesternEuropean,5
WesternEuropean,5
WesternEuropean,13
WesternEuropean,8
WesternEuropean,7
WesternEuropean,5
WesternEuropean,7
WesternEuropean,9
WesternEuropean,9
WesternEuropean,9
WesternEuropean,10
WesternEuropean,6
WesternEuropean,10
WesternEuropean,4
WesternEuropean,5
WesternEuropean,3
WesternEuropean,12
WesternEuropean,4
WesternEuropean,10
WesternEuropean,10
WesternEuropean,8
WesternEuropean,8
WesternEuropean,11
WesternEuropean,15
WesternEuropean,11
WesternEuropean,4
WesternEuropean,10
WesternEuropean,11
WesternEuropean,11
WesternEuropean,10
WesternEuropean,10
WesternEuropean,6
WesternEuropean,9
WesternEuropean,7
WesternEuropean,10
WesternEuropean,19
WesternEuropean,14
WesternEuropean,9
WesternEuropean,14
WesternEuropean,18
WesternEuropean,14
WesternEuropean,9
WesternEuropean,9
WesternEuropean,4
WesternEuropean,6
WesternEuropean,7
WesternEuropean,6
WesternEuropean,6
WesternEuropean,12
WesternEuropean,4
WesternEuropean,5
WesternEuropean,8
WesternEuropean,5
WesternEuropean,10
WesternEuropean,12
WesternEuropean,14
WesternEuropean,13
WesternEuropean,7
WesternEuropean,7
WesternEuropean,4
WesternEuropean,6
WesternEuropean,9
WesternEuropean,4
WesternEuropean,4
WesternEuropean,14
WesternEuropean,2
WesternEuropean,7
WesternEuropean,8
WesternEuropean,6
WesternEuropean,7
WesternEuropean,8
WesternEuropean,10
WesternEuropean,2
WesternEuropean,8
WesternEuropean,11
WesternEuropean,14
WesternEuropean,5
WesternEuropean,8
WesternEuropean,5
WesternEuropean,8
WesternEuropean,10
WesternEuropean,6
WesternEuropean,4
WesternEuropean,16
WesternEuropean,9
WesternEuropean,6
WesternEuropean,11
WesternEuropean,5
WesternEuropean,2
WesternEuropean,6
WesternEuropean,5
WesternEuropean,4
WesternEuropean,6
WesternEuropean,14
WesternEuropean,8
WesternEuropean,7
WesternEuropean,7
WesternEuropean,4
WesternEuropean,5
WesternEuropean,5
WesternEuropean,10
WesternEuropean,7
WesternEuropean,9
WesternEuropean,7
WesternEuropean,8
WesternEuropean,9
WesternEuropean,12
WesternEuropean,16
WesternEuropean,10
WesternEuropean,7
WesternEuropean,8
WesternEuropean,13
WesternEuropean,7
WesternEuropean,6
WesternEuropean,1
WesternEuropean,5
WesternEuropean,9
WesternEuropean,10
WesternEuropean,11
WesternEuropean,5
WesternEuropean,8
WesternEuropean,11
WesternEuropean,16
WesternEuropean,8
WesternEuropean,4
WesternEuropean,8
WesternEuropean,5
WesternEuropean,5
WesternEuropean,3
WesternEuropean,6
WesternEuropean,9
WesternEuropean,4
WesternEuropean,7
WesternEuropean,9
WesternEuropean,7
WesternEuropean,15
WesternEuropean,8
WesternEuropean,5
WesternEuropean,14
WesternEuropean,5
WesternEuropean,6
WesternEuropean,11
WesternEuropean,6
WesternEuropean,8
WesternEuropean,11
WesternEuropean,4
WesternEuropean,10
WesternEuropean,13
WesternEuropean,7
WesternEuropean,11
WesternEuropean,3
WesternEuropean,8
WesternEuropean,5
WesternEuropean,7
WesternEuropean,3
WesternEuropean,6
WesternEuropean,8
WesternEuropean,10
WesternEuropean,5
WesternEuropean,7
WesternEuropean,5
WesternEuropean,12
WesternEuropean,5
WesternEuropean,9
WesternEuropean,9
WesternEuropean,5
WesternEuropean,3
WesternEuropean,11
WesternEuropean,11
WesternEuropean,12
WesternEuropean,15
WesternEuropean,4
WesternEuropean,4
WesternEuropean,8
WesternEuropean,8
WesternEuropean,10
WesternEuropean,3
WesternEuropean,1
WesternEuropean,6
WesternEuropean,7
WesternEuropean,14
WesternEuropean,9
WesternEuropean,6
WesternEuropean,3
WesternEuropean,8
WesternEuropean,7
WesternEuropean,9
WesternEuropean,5
WesternEuropean,9
WesternEuropean,7
WesternEuropean,13
WesternEuropean,9
WesternEuropean,5
WesternEuropean,24
WesternEuropean,7
WesternEuropean,16
WesternEuropean,20
WesternEuropean,5
WesternEuropean,5
WesternEuropean,8
WesternEuropean,5
WesternEuropean,6
WesternEuropean,9
WesternEuropean,9
WesternEuropean,9
WesternEuropean,7
WesternEuropean,6
WesternEuropean,6
WesternEuropean,10
WesternEuropean,11
WesternEuropean,6
WesternEuropean,7
WesternEuropean,11
WesternEuropean,6
WesternEuropean,3
WesternEuropean,14
WesternEuropean,11
WesternEuropean,7
WesternEuropean,10
WesternEuropean,3
WesternEuropean,5
WesternEuropean,7
WesternEuropean,8
WesternEuropean,6
WesternEuropean,6
WesternEuropean,1
WesternEuropean,11
WesternEuropean,5
WesternEuropean,8
WesternEuropean,6
WesternEuropean,6
WesternEuropean,8
WesternEuropean,16
WesternEuropean,21
WesternEuropean,12
WesternEuropean,8
WesternEuropean,6
WesternEuropean,7
WesternEuropean,9
WesternEuropean,2
WesternEuropean,6
WesternEuropean,5
WesternEuropean,5
WesternEuropean,15
WesternEuropean,10
WesternEuropean,6
WesternEuropean,3
WesternEuropean,15
WesternEuropean,2
WesternEuropean,11
WesternEuropean,7
WesternEuropean,7
WesternEuropean,13
WesternEuropean,6
WesternEuropean,6
WesternEuropean,7
WesternEuropean,7
WesternEuropean,10
WesternEuropean,3
WesternEuropean,9
WesternEuropean,5
WesternEuropean,9
WesternEuropean,10
WesternEuropean,11
WesternEuropean,9
WesternEuropean,13
WesternEuropean,5
WesternEuropean,9
WesternEuropean,14
WesternEuropean,2
WesternEuropean,7
WesternEuropean,9
WesternEuropean,9
WesternEuropean,12
WesternEuropean,4
WesternEuropean,5
